0	0	0	0	0	48.0786954622267	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
0	0	0	0	0	0	0	0	0	0	18.7762453531941	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
0	0	0	0	0	0	0	0	0	15.3648245238534	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
0	0	0	0	0	0	0	0	0	0	0	15.3648245238533	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	21.4235827136725	0	0	0	0	0	0	0	0	0	
48.0786954622267	0	0	0	0	0	144.601152032278	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
0	0	0	0	0	144.601152032278	0	23.6405048577468	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
0	0	0	0	0	0	23.6405048577468	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	23.6405048577472	0	0	0	0	0	0	0	0	0	0	
0	0	0	0	0	0	0	0	0	0	0	0	89.012500350927	0	0	0	0	0	0	0	0	0	0	12.9022154896789	0	0	0	0	0	0	0	0	0	0	
0	0	15.3648245238534	0	0	0	0	0	0	0	0	0	0	0	0	0	0	105.942076785394	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
0	18.7762453531941	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	88.7291754659003	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
0	0	0	15.3648245238533	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	241.43189303932	0	0	0	0	0	0	0	0	0	0	0	
0	0	0	0	0	0	0	0	89.012500350927	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	153.826549697936	0	0	
0	0	0	0	0	0	0	0	0	0	0	0	0	0	22.0366586236607	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	8.27485349553613	0	0	0	
0	0	0	0	0	0	0	0	0	0	0	0	0	22.0366586236607	0	23.9249755579931	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
0	0	0	0	0	0	0	0	0	0	0	0	0	0	23.9249755579931	0	22.0366586236606	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	22.0366586236606	0	0	53.2125175795094	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
0	0	0	0	0	0	0	0	0	105.942076785394	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	321.182907282957	0	0	0	0	0	0	0	0	
0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	53.2125175795094	0	0	0	0	0	0	0	0	0.0001	0	0	0	17.1617661903962	0	0	0	0	
0	0	0	0	0	0	0	0	0	0	88.7291754659003	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	321.182907282953	0	0	0	0	0	0	
0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0001	0.0001	0	14.1340065052561	0	0	0	0	
0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	326.56564584356	0	0	0	198.101390054407	0	0	0	0	0	0	0	
0	0	0	0	0	0	0	0	0	0	0	241.43189303932	0	0	0	0	0	0	0	0	0	326.56564584356	0	0	0	0	0	0	0	0	0	0	0	0	
0	0	0	0	0	0	0	23.6405048577472	12.9022154896789	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0001	0	0	0	0	0	
0	0	0	0	21.4235827136725	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	282.200452110001	0	0	0	0	0	
0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	321.182907282957	0.0001	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0001	198.101390054407	0	0	0	0	0	0	0	0	0	0	0	0	
0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	321.182907282953	0.0001	0	0	0	0	0	0	0	0	0	0	0	0	0	
0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0001	282.200452110001	0	0	0	0	0	0	0	0	0	
0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	17.1617661903962	0	14.1340065052561	0	0	0	0	0	0	0	0	0	0	0	0	0	
0	0	0	0	0	0	0	0	0	0	0	0	0	8.27485349553613	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	94.8713795730673	0	
0	0	0	0	0	0	0	0	0	0	0	0	153.826549697936	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0001	0	
0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	94.8713795730673	0.0001	0	0	
0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
